file	key	previous_hungarian	revised_hungarian	english_source
devise.yml	devise.registrations.update_needs_confirmation	A fiókját sikeresen frissítettük, de ellenőriznünk kell az új e-mail címét. Kérjük, ellenőrizze az e-mail és kattintson a linkre, hogy teljes a visszaigazolás az új e-mail cím.	Fiókja sikeresen frissítve; azonban igazolnunk kell új e-mail címét. Kérjük, ellenőrizze e-mailjét, és kattintson a linkre az új e-mail cím megerősítésének befejezéséhez.	Your account has been updated successfully; however, we need to verify your new email address. Please check your email and click on the link to complete the confirmation of your new email address.
devise.yml	devise.registrations.updated	A fiókját sikeresen frissítettük.	Fiókja sikeresen frissítve.	Your account has been updated successfully.
devise.yml	devise.sessions.signed_out	Sikerült kijelentkeznie.	Sikeresen kijelentkezett.	You have been signed out successfully.
devise.yml	devise.sessions.already_signed_out	Sikerült kijelentkeznie.	Sikeresen kijelentkezett.	You have been signed out successfully.
devise.yml	devise.unlocks.send_instructions	Néhány perc múlva kap egy e-mailt, amely tartalmazza a fiókjának feloldására vonatkozó utasításokat.	Néhány percen belül kapni fog egy e-mailt, amely a fiók feloldására vonatkozó utasításokat tartalmazza.	In a few minutes, you will receive an email containing instructions on unlocking your account.
devise.yml	devise.unlocks.send_paranoid_instructions	Ha fiókja van, néhány percen belül kap egy e-mailt, amely tartalmazza a fiókjának feloldására vonatkozó utasításokat.	Ha rendelkezik fiókkal, néhány percen belül e-mailt fog kapni, amely tartalmazza a fiók feloldására vonatkozó utasításokat.	If you have an account, in a few minutes you will receive an email containing instructions on unlocking your account.
devise.yml	devise.unlocks.unlocked	A fiókja nyitva van. Kérem, jelentkezzen be, hogy folytassa.	Fiókját feloldottuk. Kérjük, jelentkezzen be a folytatáshoz.	Your account has been unlocked. Please sign in to continue.
devise.yml	errors.messages.already_confirmed	Már ellenőriztük, kérem, jelentkezzen be.	Önt már ellenőrizték; kérjük, próbáljon meg bejelentkezni.	You have already been verified; please attempt to sign in.
devise.yml	errors.messages.confirmation_period_expired	Meg kell vizsgálni belül %{period}Kérem, ismételje meg a kérését.	Ellenőrizni kell %{period}; kérem ismételje meg.	You need to be verified within %{period}; please make a repeat request.
devise.yml	errors.messages.expired	lejárt; kérjük, ismételje meg a kérelmet.	lejárt; kérem ismételje meg.	has expired; please make a repeat request.
devise.yml	errors.messages.not_locked	Nem volt bezárva.	nem volt zárva.	was not locked.
devise.yml	errors.messages.not_saved.one	1 hiba megakadályozta ezt %{resource} hogy megmentsenek. Kérjük, ellenőrizze a kijelölt mezőket, hogy tudja, hogyan kell kijavítani őket:	1 hiba akadályozta meg az %{resource} mentését. Kérjük, ellenőrizze a megjelölt mezőket, hogy megtudja, hogyan javíthatja ki őket:	1 error prevented this %{resource} from being saved. Please check the marked fields to know how to correct them:
devise.yml	errors.messages.not_saved.other	%{count} a hibák megakadályozták ezt %{resource} hogy megmentsenek. Kérjük, ellenőrizze a kijelölt mezőket, hogy tudja, hogyan kell kijavítani őket:	Az %{count} hibák megakadályozták az %{resource} mentését. Kérjük, ellenőrizze a megjelölt mezőket, hogy megtudja, hogyan javíthatja ki őket:	%{count} errors prevented this %{resource} from being saved. Please check the marked fields to know how to correct them:
devise.yml	errors.messages.equal_to_current_password	más, mint a jelenlegi jelszó.	különböznie kell a jelenlegi jelszótól.	must be different than the current password.
devise_views.yml	devise_views.confirmations.new.submit	Utasítások újraküldése	Küldje el újra az utasításokat	Re-send instructions
devise_views.yml	devise_views.confirmations.new.title	A visszaigazolási utasítások újraküldése	Küldje el újra a megerősítő utasításokat	Re-send confirmation instructions
devise_views.yml	devise_views.confirmations.show.new_password_confirmation_label	A hozzáférési jelszó megismétlése	Ismételje meg a hozzáférési jelszót	Repeat access password
devise_views.yml	devise_views.confirmations.show.please_set_password	Kérjük, válassza ki az új jelszót (ez lehetővé teszi, hogy bejelentkezzen a fenti e-mail)	Kérjük, válassza ki az új jelszavát (ez lehetővé teszi a bejelentkezéshez a fenti e-mail címmel)	Please choose your new pasword (it will allow you to login with the email above)
devise_views.yml	devise_views.confirmations.show.submit	Megerősítés	Erősítse meg	Confirm
devise_views.yml	devise_views.confirmations.show.title	Megerősítem a számlámat.	Erősítse meg fiókomat	Confirm my account
devise_views.yml	devise_views.mailer.confirmation_instructions.confirm_link	Megerősítem a számlámat.	Erősítse meg fiókomat	Confirm my account
devise_views.yml	devise_views.mailer.confirmation_instructions.text	Megerősíti e-mail fiókját a következő linken:	Az alábbi linken erősítheti meg e-mail fiókját:	You can confirm your email account at the following link:
devise_views.yml	devise_views.mailer.confirmation_instructions.title	Üdvözlöm.	Üdvözöljük	Welcome
devise_views.yml	devise_views.mailer.confirmation_instructions.welcome	Üdvözlöm.	Üdvözöljük	Welcome
devise_views.yml	devise_views.mailer.reset_password_instructions.change_link	A jelszavam megváltoztatása	Változtasd meg a jelszavamat	Change my password
devise_views.yml	devise_views.mailer.reset_password_instructions.hello	Üdvözöljük	Helló	Hello
devise_views.yml	devise_views.mailer.reset_password_instructions.ignore_text	Ha nem kért jelszót, figyelmen kívül hagyhatja ezt az e-mailt.	Ha nem kérte a jelszó megváltoztatását, figyelmen kívül hagyhatja ezt az e-mailt.	If you did not request a password change, you can ignore this email.
devise_views.yml	devise_views.mailer.reset_password_instructions.info_text	A jelszó nem fog megváltozni, ha nem éred el a linket és nem szerkeszted meg.	Jelszava csak akkor módosul, ha hozzáfér a linkhez és nem módosítja azt.	Your password will not be changed unless you access the link and edit it.
devise_views.yml	devise_views.mailer.reset_password_instructions.text	Kérést kaptunk a jelszó megváltoztatására. Ezt a következő linken teheti meg:	Jelszava megváltoztatására vonatkozó kérést kaptunk. Ezt az alábbi linken teheti meg:	We have received a request to change your password. You can do this at the following link:
devise_views.yml	devise_views.mailer.reset_password_instructions.title	Jelszó megváltoztatása	Változtassa meg jelszavát	Change your password
devise_views.yml	devise_views.mailer.unlock_instructions.hello	Üdvözöljük	Helló	Hello
devise_views.yml	devise_views.mailer.unlock_instructions.info_text	A fiókját blokkolták a sikertelen próbálkozások miatt.	Fiókját a túl sok sikertelen bejelentkezési kísérlet miatt blokkoltuk.	Your account has been blocked due to an excessive number of failed sign-in attempts.
devise_views.yml	devise_views.mailer.unlock_instructions.instructions_text	Kérjük, kattintson erre a linkre, ha szeretné megnyitni fiókját:	Kérjük, kattintson erre a linkre a fiók feloldásához:	Please click on this link to unlock your account:
devise_views.yml	devise_views.mailer.unlock_instructions.title	A számlád le van zárva.	Fiókját zároltuk	Your account has been locked
devise_views.yml	devise_views.mailer.unlock_instructions.unlock_link	A fiókom feloldása	Oldja fel a fiókom zárolását	Unlock my account
devise_views.yml	devise_views.menu.login_items.login	Bejelentkezés	Jelentkezzen be	Sign in
devise_views.yml	devise_views.menu.login_items.logout	Kijelentkezés	Jelentkezzen ki	Sign out
devise_views.yml	devise_views.menu.login_items.signup	Regisztráció	Nyilvántartás	Register
devise_views.yml	devise_views.organizations.registrations.new.password_confirmation_label	Jelszó megerősítése	Erősítse meg a jelszót	Confirm password
devise_views.yml	devise_views.organizations.registrations.new.responsible_name_note	Ez az a személy, akinek a nevében a javaslatokat benyújtják	Ez az a személy lenne, aki azt az egyesületet/kollektívát képviseli, akinek a nevében a javaslatokat előterjesztik	This would be the person representing the association/collective in whose name the proposals are presented
devise_views.yml	devise_views.organizations.registrations.new.submit	Regisztráció	Nyilvántartás	Register
devise_views.yml	devise_views.organizations.registrations.new.title	Szervezeti vagy kollektív nyilvántartás	Regisztráljon szervezetként vagy kollektívaként	Register as an organisation or collective
devise_views.yml	devise_views.organizations.registrations.success.back_to_index	Értem, menj vissza a főoldalra.	értem; vissza a főoldalra	I understand; go back to main page
devise_views.yml	devise_views.organizations.registrations.success.instructions_1	<strong>Hamarosan jelentkezünk.</strong> hogy ellenőrizze, hogy valóban képviseli ezt a kollektívát.	<strong>Hamarosan felvesszük Önnel a kapcsolatot</strong>, hogy ellenőrizzük, valóban képviseli-e ezt a kollektívát.	<strong>We will contact you soon</strong> to verify that you do in fact represent this collective.
devise_views.yml	devise_views.organizations.registrations.success.instructions_2	Míg a <strong>e-mail felülvizsgálat</strong>Küldtünk egy <strong>kapcsolat a fiók megerősítéséhez</strong>.	Amíg <strong>e-mailje ellenőrzés alatt áll</strong>, küldtünk egy <strong>linket, amellyel megerősítheti fiókját</strong>.	While your <strong>email is reviewed</strong>, we have sent you a <strong>link to confirm your account</strong>.
devise_views.yml	devise_views.organizations.registrations.success.instructions_3	Miután megerősítették, elkezdhet részt venni, mint egy ellenőrizetlen kollektív.	A megerősítést követően megkezdheti a részvételt nem ellenőrzött kollektívaként.	Once confirmed, you may begin to participate as an unverified collective.
devise_views.yml	devise_views.organizations.registrations.success.thank_you	Köszönjük, hogy regisztrálta kollektív honlapján. Most már igen. <strong>folyamatban lévő ellenőrzés</strong>.	Köszönjük, hogy regisztrálta kollektíváját a weboldalon. Jelenleg <strong>ellenőrzésre vár</strong>.	Thank you for registering your collective on the website. It is now <strong>pending verification</strong>.
devise_views.yml	devise_views.organizations.registrations.success.title	A szervezet / kollektív szervezet nyilvántartásba vétele	Szervezet / kollektív regisztráció	Registration of organisation / collective
devise_views.yml	devise_views.passwords.edit.change_submit	A jelszavam megváltoztatása	Változtasd meg a jelszavamat	Change my password
devise_views.yml	devise_views.passwords.edit.password_confirmation_label	Új jelszó megerősítése	Erősítse meg az új jelszót	Confirm new password
devise_views.yml	devise_views.passwords.edit.title	Jelszó megváltoztatása	Változtassa meg jelszavát	Change your password
devise_views.yml	devise_views.passwords.new.send_submit	Utasítás küldése	Küldje el az utasításokat	Send instructions
devise_views.yml	devise_views.passwords.new.title	Elfelejtetted a jelszót?	Elfelejtett jelszó?	Forgotten password?
devise_views.yml	devise_views.sessions.new.remember_me	Emlékezz rám!	Emlékezz rám	Remember me
devise_views.yml	devise_views.sessions.new.submit	Belépés	Enter	Enter
devise_views.yml	devise_views.sessions.new.title	Bejelentkezés	Jelentkezzen be	Sign in
devise_views.yml	devise_views.shared.links.login	Belépés	Enter	Enter
